Files already downloaded
[1970.6609551236033, 2481.4397490024567, 1859.924002693966, 2128.657851845026, 2000.3251537531614, 1966.6694627590477, 2035.2027377933264, 2094.358205705881]
2 Epoch [123/200], Discriminator 0.2402, Best Generator[2] 0.0905
[1715.552509125322, 1919.688291400671, 2322.8550713062286, 1826.6027239188552, 2025.7996413111687, 1669.3654731996357, 1822.9689611941576, 1735.1409702599049]
5 Epoch [124/200], Discriminator 0.3739, Best Generator[5] 0.1275
[1863.1580047756433, 1910.8513804078102, 2041.9417802095413, 2056.9483957886696, 2013.1861077845097, 2389.8888481855392, 2173.7559320926666, 2057.637809216976]
0 Epoch [125/200], Discriminator 0.4095, Best Generator[0] 0.4285
[2857.4298655986786, 1980.4484015405178, 2116.473249256611, 2151.82978624478, 2086.4148245975375, 1907.5653981678188, 2284.9920398294926, 2284.2569631040096]
5 Epoch [126/200], Discriminator 0.3908, Best Generator[5] 0.0146
[2378.6529065817595, 2260.572864755988, 2163.1424086447805, 2297.0631912350655, 2223.3617879897356, 2860.5496923923492, 2483.752891331911, 2137.7258856147528]
7 Epoch [127/200], Discriminator 0.3229, Best Generator[7] 0.1649
[2184.9029491841793, 2101.527919307351, 2054.7534840404987, 2070.6354245990515, 2001.1717801950872, 2159.110013976693, 2094.031947605312, 2631.7318160533905]
4 Epoch [128/200], Discriminator 0.4483, Best Generator[4] 0.1051
[2134.9655556082726, 2107.070656955242, 2156.474436044693, 1964.3225085139275, 2544.012040257454, 1991.306273341179, 2055.4155779480934, 1916.956258252263]
7 Epoch [129/200], Discriminator 0.4729, Best Generator[7] 0.4570
[2027.0168740153313, 2144.7266931682825, 2256.025355875492, 2189.63710129261, 2114.523178189993, 2208.697346150875, 2158.942860543728, 2550.5715506076813]
0 Epoch [130/200], Discriminator 0.3062, Best Generator[0] 0.3886
[2507.9711294174194, 2175.00124502182, 1868.4895042777061, 2077.627172291279, 1769.0281430706382, 1834.9989393707365, 1876.2184755802155, 1907.7286999709904]
4 Epoch [131/200], Discriminator 0.2862, Best Generator[4] 0.0866
[2090.196914732456, 1957.5081735253334, 2198.3607095479965, 2096.6610000133514, 2399.3459144830704, 2062.739798396826, 2077.907743871212, 2043.726550757885]
1 Epoch [132/200], Discriminator 0.3491, Best Generator[1] 0.5778
[1907.213078647852, 2441.2950506210327, 1792.8033617436886, 1750.2531445045024, 1833.9824140556157, 1655.9819652969018, 1937.158898666501, 1847.509003393352]
5 Epoch [133/200], Discriminator 0.3668, Best Generator[5] 0.0361
[1667.570523004979, 1882.9073555767536, 1839.9477268755436, 1756.7666761428118, 1759.875215023756, 2271.0546662807465, 1955.543288052082, 1812.620193168521]
0 Epoch [134/200], Discriminator 0.4304, Best Generator[0] 0.1275
[2418.3344098329544, 1985.0941030681133, 1843.8011883944273, 1647.749115826562, 1933.0801798254251, 1749.505925618112, 1777.1536769494414, 1792.7880602926016]
3 Epoch [135/200], Discriminator 0.3720, Best Generator[3] 0.0379
[1747.2759734913707, 1844.1175373494625, 1942.998479127884, 2357.486400127411, 1832.6640047095716, 1922.538564234972, 1882.0032301545143, 1761.622713431716]
0 Epoch [136/200], Discriminator 0.4846, Best Generator[0] 0.1094
[2298.706122159958, 1822.6246137022972, 1714.4122236594558, 1851.5912076458335, 1870.9719862639904, 1803.2109846100211, 1822.6031892374158, 1711.0808081701398]
7 Epoch [137/200], Discriminator 0.4465, Best Generator[7] 0.0354
[1504.0690873209387, 1470.477522903122, 1516.13079687953, 1473.6688917726278, 1471.4177048020065, 1527.5028223730624, 1516.6386693241075, 2260.5219651460648]
1 Epoch [138/200], Discriminator 0.5342, Best Generator[1] 0.0234
[1875.3206411600113, 2254.3794555664062, 1766.2454750612378, 2012.7558913826942, 1892.2257724106312, 1701.9718813952059, 1951.2008987367153, 2034.9839862585068]
5 Epoch [139/200], Discriminator 0.3760, Best Generator[5] 0.1663
[1887.733892582357, 1844.493035569787, 1843.3682891875505, 1963.0699154734612, 1820.36736715585, 2373.720125436783, 1771.1668472420424, 2138.8336138129234]
6 Epoch [140/200], Discriminator 0.4456, Best Generator[6] 0.0716
[1935.200017645955, 1893.8458187878132, 1992.646371215582, 1897.0408552885056, 1850.432732924819, 1968.6056108474731, 2390.4798645973206, 2113.4352129995823]
4 Epoch [141/200], Discriminator 0.4469, Best Generator[4] 0.0992
[2024.7481142282486, 2004.4101183116436, 1879.9743778705597, 2037.9178588986397, 2393.6602652072906, 2068.351497530937, 2025.0732266902924, 1917.2980204597116]
2 Epoch [142/200], Discriminator 0.4174, Best Generator[2] 0.4515
[2102.1354327201843, 2012.7963459789753, 2345.1655670404434, 2003.1460601687431, 2133.062571465969, 1963.9113584309816, 2084.7910996079445, 1955.7318367809057]
7 Epoch [143/200], Discriminator 0.6206, Best Generator[7] 0.2455
[1989.1290454864502, 2122.9372864961624, 1866.441237822175, 1857.6976536810398, 1961.8049196898937, 1965.5742971599102, 2054.9573463201523, 2347.148652076721]
3 Epoch [144/200], Discriminator 0.6491, Best Generator[3] 0.0935
[2019.6836092174053, 1961.7908374369144, 1801.1702313423157, 2269.3088496923447, 1934.0390834510326, 1853.2465091198683, 1888.1934131532907, 1782.971247896552]
7 Epoch [145/200], Discriminator 0.2724, Best Generator[7] 0.2671
[1767.289727807045, 1733.7515523731709, 1776.892822444439, 1730.1491493657231, 1796.497018814087, 1813.7846036851406, 1828.0087368786335, 2125.4315843582153]
3 Epoch [146/200], Discriminator 0.4054, Best Generator[3] 0.3149
[1992.4173385500908, 2120.79302918911, 1896.0519275069237, 2268.8659204244614, 2028.708448290825, 2017.750040590763, 2023.2280809283257, 1965.9623844623566]
2 Epoch [147/200], Discriminator 0.5219, Best Generator[2] 0.3996
[1811.9375372827053, 1801.5523519515991, 2071.973739862442, 1862.1168872714043, 1846.7943644225597, 1811.0237885415554, 1862.7601562142372, 1842.5957443714142]
1 Epoch [148/200], Discriminator 0.5084, Best Generator[1] 0.9760
[1653.9688286185265, 2006.9573245048523, 1669.6362358033657, 1664.4595965147018, 1551.1171886771917, 1800.1068991422653, 1651.229759633541, 1696.8975614905357]
4 Epoch [149/200], Discriminator 0.6406, Best Generator[4] 0.4499
[1823.968080997467, 1877.6455653309822, 1823.4551924467087, 1771.2212522029877, 2108.5530772209167, 1689.863341346383, 1784.1059780716896, 1915.8670669198036]
5 Epoch [150/200], Discriminator 0.4720, Best Generator[5] 0.4863
[1684.3468869030476, 1732.5926660001278, 1651.1613529920578, 1679.1436205208302, 1707.2001533210278, 2026.90092420578, 1712.6340564489365, 1656.778986170888]
2 Epoch [151/200], Discriminator 0.8368, Best Generator[2] 0.3919
[1750.8695781826973, 1865.3890818357468, 1994.9551519155502, 1791.3093236088753, 1739.3246901035309, 1759.644650220871, 1598.502212971449, 1656.9768269956112]
6 Epoch [152/200], Discriminator 0.4771, Best Generator[6] 0.6780
[1701.5978224277496, 1720.7616074681282, 1822.9846507310867, 1831.8959943056107, 1764.3385328054428, 1668.6158979386091, 2075.3852742910385, 1794.1100481152534]
5 Epoch [153/200], Discriminator 0.4056, Best Generator[5] 0.4371
[1788.1402652263641, 1679.7483179867268, 1729.6710935533047, 1782.3664857149124, 1673.8958419710398, 2079.541468143463, 1598.5264305323362, 1823.2146354913712]
6 Epoch [154/200], Discriminator 0.5428, Best Generator[6] 0.2715
[1823.808337584138, 1654.263168323785, 1649.3601453602314, 1951.9880517721176, 1764.827354863286, 1870.1357096135616, 2275.6322425603867, 1806.8504987210035]
2 Epoch [155/200], Discriminator 0.5156, Best Generator[2] 0.1489
[2014.9675996303558, 1763.0639885365963, 2262.7134022712708, 1974.9931127429008, 1738.5875336751342, 2049.6681530475616, 1728.9187667369843, 1719.4647293649614]
7 Epoch [156/200], Discriminator 0.3409, Best Generator[7] 0.2266
[1850.8195495307446, 1774.9723638556898, 1989.566739320755, 1644.2392365392298, 1732.6090571805835, 1928.0468463003635, 1993.5061890780926, 2350.351618885994]
3 Epoch [157/200], Discriminator 0.4451, Best Generator[3] 0.0880
[1739.2138964906335, 1843.2183412611485, 1793.8324278742075, 2245.3831624388695, 1751.8104281127453, 1714.2690870016813, 1897.314936697483, 1930.965773999691]
5 Epoch [158/200], Discriminator 0.3519, Best Generator[5] 0.1945
[1923.0350469946861, 1913.6193050146103, 1972.9416856765747, 1973.7766840457916, 1932.4593478739262, 2248.852106451988, 1800.850846245885, 1682.0286855995655]
7 Epoch [159/200], Discriminator 0.4988, Best Generator[7] 0.1500
[1998.5895919799805, 1956.1104619801044, 1875.5939727425575, 1988.1501550376415, 1972.708729147911, 1991.0349821448326, 2148.1814336776733, 2304.9319837093353]
2 Epoch [160/200], Discriminator 0.3800, Best Generator[2] 0.4440
[1728.5163002088666, 1824.659832559526, 2278.3204288482666, 1816.6628899425268, 1854.4882074296474, 1763.2436419650912, 1973.9908922314644, 1780.5488492548466]
0 Epoch [161/200], Discriminator 0.3298, Best Generator[0] 0.1382
[2211.0581966638565, 1945.91138407588, 1887.0017415583134, 1826.1955536529422, 1851.7650912702084, 1873.121000289917, 1881.4197983443737, 1844.6665335446596]
3 Epoch [162/200], Discriminator 0.5307, Best Generator[3] 0.3418
[1905.8760240077972, 1745.4796018600464, 1694.8840942680836, 2065.2673547267914, 1743.7939740419388, 1944.0515321493149, 1812.532768368721, 1849.7063697576523]
2 Epoch [163/200], Discriminator 0.3994, Best Generator[2] 1.1300
[1809.0915421247482, 1843.2913089692593, 2067.7810668945312, 1843.8140736818314, 1905.9498221874237, 1914.628235399723, 1794.4858050048351, 1915.901260793209]
6 Epoch [164/200], Discriminator 0.6055, Best Generator[6] 0.3449
[1859.7699009776115, 1720.703298985958, 1774.3498800992966, 1882.6608792543411, 1823.9512411355972, 1856.3748593330383, 1985.2897332906723, 1889.3663464784622]
1 Epoch [165/200], Discriminator 0.4213, Best Generator[1] 1.1444
[1679.3082568645477, 1954.2520596981049, 1645.569564819336, 1691.5549372434616, 1608.651629716158, 1607.0532729327679, 1701.4318783283234, 1683.90029412508]
5 Epoch [166/200], Discriminator 0.3896, Best Generator[5] 1.4424
[1703.529768973589, 1564.9146662205458, 1618.6477999687195, 1662.582435399294, 1613.6547217965126, 1980.9844243526459, 1631.08411988616, 1731.596450805664]
1 Epoch [167/200], Discriminator 0.6863, Best Generator[1] 0.4574
[1781.799047589302, 1940.9451704025269, 1773.4691375494003, 1753.8843196630478, 1744.3655587434769, 1816.1059267520905, 1785.454876422882, 1744.623848438263]
4 Epoch [168/200], Discriminator 0.6302, Best Generator[4] 0.4836
[1644.0976232290268, 1662.203575372696, 1680.5711642503738, 1617.3734427690506, 1748.8998273611069, 1695.622015953064, 1646.567670583725, 1649.973723769188]
3 Epoch [169/200], Discriminator 0.5265, Best Generator[3] 1.5481
[1487.719366967678, 1526.1074991226196, 1394.670714020729, 1729.5734419822693, 1489.5649832487106, 1529.8145518898964, 1592.6242824792862, 1497.774670302868]
2 Epoch [170/200], Discriminator 0.6347, Best Generator[2] 0.3554
[1804.5613174438477, 1714.1295886039734, 1863.5112301111221, 1806.75508415699, 1773.6215094327927, 1750.536127448082, 1775.5894026756287, 1746.5062672495842]
1 Epoch [171/200], Discriminator 0.4627, Best Generator[1] 1.2523
[1523.311360359192, 1679.731738448143, 1518.7790753245354, 1529.1417202949524, 1571.0052859783173, 1535.0062211751938, 1531.3603187799454, 1552.4436945915222]
2 Epoch [172/200], Discriminator 0.5421, Best Generator[2] 0.9876
[1459.158723771572, 1437.6727553009987, 1676.2709748744965, 1383.9109806716442, 1456.7709136009216, 1406.2024107575417, 1392.4850436747074, 1428.7281960844994]
3 Epoch [173/200], Discriminator 0.5372, Best Generator[3] 0.4690
[1590.6828816235065, 1682.8766194581985, 1692.5219200253487, 1789.997232913971, 1669.4950240254402, 1721.1730291843414, 1715.032752275467, 1721.215263724327]
0 Epoch [174/200], Discriminator 0.6663, Best Generator[0] 0.7552
[1672.609855890274, 1514.5355619192123, 1594.6989088058472, 1537.0181707143784, 1563.941341638565, 1597.711457490921, 1588.318060874939, 1597.1187541484833]
1 Epoch [175/200], Discriminator 0.4696, Best Generator[1] 1.1909
[1531.4386907815933, 1616.2049232721329, 1543.8098965883255, 1496.7192463874817, 1434.4146614074707, 1465.067187011242, 1534.3362406492233, 1428.1507175564766]
7 Epoch [176/200], Discriminator 0.5666, Best Generator[7] 1.2831
[1453.7482620477676, 1456.6195771098137, 1489.8424516916275, 1524.6496288776398, 1478.2164959907532, 1513.2429558038712, 1497.0764961242676, 1584.9897103309631]
0 Epoch [177/200], Discriminator 0.5613, Best Generator[0] 1.3279
[1596.8212515115738, 1522.997241973877, 1504.0112352371216, 1466.305488705635, 1465.9066992402077, 1449.5990363359451, 1512.1921710968018, 1464.06411755085]
5 Epoch [178/200], Discriminator 0.5090, Best Generator[5] 1.1372
[1584.9628285169601, 1541.4603165388107, 1507.9555416703224, 1523.0082675814629, 1492.315813422203, 1619.3538637161255, 1563.246383190155, 1575.329478263855]
4 Epoch [179/200], Discriminator 0.8096, Best Generator[4] 1.3289
[1477.4860957860947, 1457.3112258911133, 1516.3959616422653, 1515.526587843895, 1582.782606959343, 1421.6824823021889, 1473.724447131157, 1433.346041560173]
5 Epoch [180/200], Discriminator 0.5074, Best Generator[5] 1.1705
[1540.1822718381882, 1493.7993406057358, 1427.6148404479027, 1492.7041090726852, 1513.2302253246307, 1593.977340579033, 1458.0903606414795, 1493.5403794050217]
2 Epoch [181/200], Discriminator 0.6140, Best Generator[2] 1.2563
[1498.4435492753983, 1488.5209220647812, 1615.8445210456848, 1497.0771528482437, 1477.5440998077393, 1475.6614921092987, 1449.4036633968353, 1494.4233382940292]
6 Epoch [182/200], Discriminator 0.6228, Best Generator[6] 1.3312
[1465.3352576494217, 1397.3634777665138, 1415.8445660471916, 1488.2388455867767, 1424.0682582855225, 1443.43050044775, 1576.1301048994064, 1376.5657614469528]
7 Epoch [183/200], Discriminator 0.5903, Best Generator[7] 1.0811
[1469.4202733635902, 1437.5331382155418, 1443.180227279663, 1361.370327591896, 1454.468021452427, 1527.6276032924652, 1506.28624355793, 1621.9505240917206]
3 Epoch [184/200], Discriminator 0.6852, Best Generator[3] 0.5710
[1552.3368902802467, 1586.101621747017, 1576.3099673986435, 1677.3109991550446, 1531.4027117490768, 1571.9814496040344, 1543.4781820774078, 1582.3744095563889]
4 Epoch [185/200], Discriminator 0.5460, Best Generator[4] 1.2261
[1394.5525908470154, 1469.3345189094543, 1437.9273655414581, 1444.346778869629, 1523.6777431964874, 1444.2823151350021, 1456.1674402952194, 1394.7419100999832]
0 Epoch [186/200], Discriminator 0.6490, Best Generator[0] 1.4261
[1529.8278636932373, 1467.8984336853027, 1463.2543468475342, 1401.8098856806755, 1426.8110035657883, 1397.4469878673553, 1468.551440834999, 1447.5496635437012]
5 Epoch [187/200], Discriminator 0.5288, Best Generator[5] 1.7537
[1433.3662066459656, 1439.8801630735397, 1425.605901002884, 1460.5684344768524, 1446.3514482975006, 1523.9947381019592, 1423.2080662250519, 1457.1770918369293]
6 Epoch [188/200], Discriminator 0.6184, Best Generator[6] 1.3579
[1420.7888077497482, 1411.6272814273834, 1415.0652371644974, 1420.297671675682, 1427.7148290872574, 1391.0137221813202, 1473.2108801603317, 1424.140249967575]
5 Epoch [189/200], Discriminator 0.5373, Best Generator[5] 1.9340
[1375.193461894989, 1372.5988883972168, 1368.2133333683014, 1330.2632894515991, 1331.2792347669601, 1422.8761757612228, 1295.854716181755, 1346.1797884702682]
6 Epoch [190/200], Discriminator 0.6507, Best Generator[6] 1.6246
[1452.0736632347107, 1438.0159351825714, 1464.451157093048, 1462.3086096048355, 1452.8436737060547, 1453.0422253608704, 1486.074358344078, 1457.7758439779282]
1 Epoch [191/200], Discriminator 0.8404, Best Generator[1] 1.5179
[1282.440200328827, 1399.9863758087158, 1338.1299550533295, 1342.8390188217163, 1343.1641714572906, 1331.7616791725159, 1309.2275340557098, 1372.5660973787308]
0 Epoch [192/200], Discriminator 0.6540, Best Generator[0] 1.4096
[1435.982267856598, 1383.1451188325882, 1408.8754628896713, 1388.5953258275986, 1375.7019518613815, 1367.1517063379288, 1384.1170119047165, 1352.6168481111526]
7 Epoch [193/200], Discriminator 0.7117, Best Generator[7] 1.3116
[1311.389799118042, 1360.9998971223831, 1363.4082655906677, 1341.2297266721725, 1353.9617928266525, 1359.8298338651657, 1328.5263477563858, 1391.7836499214172]
0 Epoch [194/200], Discriminator 0.7332, Best Generator[0] 1.8148
[1394.8896095752716, 1280.861981868744, 1342.8284698724747, 1314.1465121507645, 1340.1931902170181, 1326.1247180700302, 1317.552171587944, 1327.1979112625122]
1 Epoch [195/200], Discriminator 0.6553, Best Generator[1] 1.7477
[1359.862090229988, 1420.7586417198181, 1354.617595911026, 1354.2741132974625, 1379.0316611528397, 1350.7789092063904, 1335.877634882927, 1367.1874409914017]
6 Epoch [196/200], Discriminator 0.7672, Best Generator[6] 1.0075
[1335.3187650442123, 1319.0744372606277, 1256.0844874978065, 1316.7273589372635, 1325.5715426206589, 1283.7201964855194, 1377.2227365970612, 1316.9848079681396]
2 Epoch [197/200], Discriminator 0.6996, Best Generator[2] 1.0019
[1379.50028693676, 1349.5723240375519, 1402.0875054597855, 1359.8195222616196, 1327.882685661316, 1367.6268723011017, 1372.8517224788666, 1374.7473751306534]
4 Epoch [198/200], Discriminator 0.6871, Best Generator[4] 1.0816
[1294.7404971122742, 1340.068792462349, 1347.3969435691833, 1334.794134259224, 1380.2521003484726, 1330.9535655975342, 1346.9011460542679, 1345.6225502490997]
0 Epoch [199/200], Discriminator 0.6499, Best Generator[0] 1.3230
[1403.3798308372498, 1350.9148091077805, 1315.1377794742584, 1329.1405280828476, 1353.5799779891968, 1363.9883258342743, 1337.887627363205, 1318.2453315258026]
2 Epoch [200/200], Discriminator 0.7060, Best Generator[2] 1.4455
